time,dt,mass,total_E,x1_Mom,x2_Mom,x3_Mom,Gamma,x1_KE,x2_KE,x3_KE,Press,x0_ME,x1_ME,x2_ME,x3_ME,bsq,T00_EM,Gam-p,Gam-c,U_th,U_b
0.000000e+00,9.765625e-05,1.101563e-01,6.609375e-01,0.000000e+00,-1.033976e-23,0.000000e+00,1.000000e-01,0.000000e+00,1.704536e-14,0.000000e+00,2.539157e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.492187e-01,9.492187e-01,4.746094e-01,1.000000e-01,1.000000e-01,7.617472e-02,9.492187e-01
1.005859e-02,9.765625e-05,1.101562e-01,6.609375e-01,-6.284634e-23,-1.060274e-04,0.000000e+00,1.000000e-01,9.837671e-17,8.445502e-10,0.000000e+00,2.539285e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.492111e-01,9.492111e-01,4.746056e-01,1.000000e-01,1.000000e-01,7.617854e-02,9.492111e-01
2.001953e-02,9.765625e-05,1.101562e-01,6.609375e-01,8.918041e-23,-2.015166e-04,0.000000e+00,1.000000e-01,9.302070e-16,3.194218e-09,0.000000e+00,2.539652e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.491890e-01,9.491890e-01,4.745945e-01,1.000000e-01,1.000002e-01,7.618957e-02,9.491890e-01
3.007813e-02,9.765625e-05,1.101562e-01,6.609375e-01,-5.169879e-24,-2.883420e-04,0.000000e+00,1.000000e-01,3.290894e-15,6.830271e-09,0.000000e+00,2.540241e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.491537e-01,9.491537e-01,4.745769e-01,1.000000e-01,1.000004e-01,7.620723e-02,9.491537e-01
4.003906e-02,9.765625e-05,1.101562e-01,6.609376e-01,-5.131105e-22,-3.648179e-04,0.000000e+00,1.000000e-01,6.864578e-15,1.141735e-08,0.000000e+00,2.540997e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.491083e-01,9.491084e-01,4.745542e-01,1.000000e-01,1.000007e-01,7.622990e-02,9.491084e-01
5.000000e-02,9.765625e-05,1.101562e-01,6.609376e-01,1.460491e-22,-4.318334e-04,0.000000e+00,1.000000e-01,1.217037e-14,1.677028e-08,0.000000e+00,2.541859e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.490565e-01,9.490567e-01,4.745284e-01,1.000000e-01,1.000010e-01,7.625576e-02,9.490567e-01
6.005859e-02,9.765625e-05,1.101562e-01,6.609377e-01,1.563888e-22,-4.899061e-04,0.000000e+00,1.000000e-01,2.515173e-14,2.294503e-08,0.000000e+00,2.542790e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.490006e-01,9.490008e-01,4.745005e-01,1.000000e-01,1.000013e-01,7.628369e-02,9.490008e-01
7.001953e-02,9.765625e-05,1.101562e-01,6.609377e-01,1.809458e-22,-5.379084e-04,0.000000e+00,1.000000e-01,5.909245e-14,3.013939e-08,0.000000e+00,2.543740e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.489435e-01,9.489437e-01,4.744720e-01,1.000000e-01,1.000016e-01,7.631219e-02,9.489437e-01
8.007812e-02,9.765625e-05,1.101562e-01,6.609378e-01,1.550964e-23,-5.767814e-04,0.000000e+00,1.000000e-01,1.360279e-13,3.979960e-08,0.000000e+00,2.544697e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.488859e-01,9.488862e-01,4.744432e-01,1.000000e-01,1.000021e-01,7.634090e-02,9.488862e-01
9.003906e-02,9.765625e-05,1.101562e-01,6.609378e-01,9.887393e-23,-6.057703e-04,0.000000e+00,1.000000e-01,2.832511e-13,5.417951e-08,0.000000e+00,2.545614e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.488305e-01,9.488308e-01,4.744156e-01,1.000000e-01,1.000026e-01,7.636843e-02,9.488308e-01
1.000977e-01,9.765625e-05,1.101562e-01,6.609379e-01,5.816114e-24,-6.254202e-04,0.000000e+00,1.000000e-01,3.147262e-13,6.367303e-08,0.000000e+00,2.546532e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.487752e-01,9.487755e-01,4.743879e-01,1.000000e-01,1.000028e-01,7.639597e-02,9.487755e-01
1.100586e-01,9.765625e-05,1.101562e-01,6.609379e-01,-2.042102e-22,-6.320733e-04,0.000000e+00,1.000001e-01,3.483786e-12,1.147878e-07,0.000000e+00,2.547835e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.486955e-01,9.486961e-01,4.743484e-01,1.000001e-01,1.000051e-01,7.643506e-02,9.486961e-01
1.200195e-01,9.765625e-05,1.101562e-01,6.609380e-01,6.203855e-23,-6.235638e-04,0.000000e+00,1.000001e-01,1.888396e-09,2.443069e-07,0.000000e+00,2.549667e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.485813e-01,9.485827e-01,4.742920e-01,1.000001e-01,1.000116e-01,7.649001e-02,9.485827e-01
1.300781e-01,9.765625e-05,1.101562e-01,6.609381e-01,3.060568e-21,-6.033880e-04,0.000000e+00,1.000001e-01,4.253338e-09,2.039643e-07,0.000000e+00,2.552045e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.484403e-01,9.484416e-01,4.742214e-01,1.000001e-01,1.000099e-01,7.656136e-02,9.484416e-01
1.400391e-01,9.765625e-05,1.101562e-01,6.609381e-01,-1.166325e-20,-5.750746e-04,0.000000e+00,1.000001e-01,5.151239e-09,2.002466e-07,0.000000e+00,2.553249e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.483688e-01,9.483700e-01,4.741856e-01,1.000001e-01,1.000097e-01,7.659746e-02,9.483700e-01
1.500977e-01,9.765625e-05,1.101562e-01,6.609382e-01,-3.308722e-22,-5.404261e-04,0.000000e+00,1.000001e-01,6.236455e-09,1.697018e-07,0.000000e+00,2.553644e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.483461e-01,9.483471e-01,4.741741e-01,1.000001e-01,1.000082e-01,7.660932e-02,9.483471e-01
1.600586e-01,9.765625e-05,1.101562e-01,6.609382e-01,1.786710e-20,-5.011816e-04,0.000000e+00,1.000001e-01,6.294075e-09,1.313320e-07,0.000000e+00,2.553982e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.483271e-01,9.483279e-01,4.741644e-01,1.000001e-01,1.000063e-01,7.661946e-02,9.483279e-01
1.700195e-01,9.765625e-05,1.101562e-01,6.609383e-01,-1.158053e-20,-4.565804e-04,0.000000e+00,1.000001e-01,6.701522e-09,1.068802e-07,0.000000e+00,2.554202e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.483146e-01,9.483153e-01,4.741580e-01,1.000001e-01,1.000052e-01,7.662607e-02,9.483153e-01
1.800781e-01,9.765625e-05,1.101562e-01,6.609383e-01,9.595295e-21,-4.056924e-04,0.000000e+00,1.000001e-01,6.107195e-09,9.443041e-08,0.000000e+00,2.554354e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.483060e-01,9.483066e-01,4.741536e-01,1.000001e-01,1.000045e-01,7.663061e-02,9.483066e-01
1.900391e-01,9.765625e-05,1.101562e-01,6.609384e-01,-8.271806e-21,-3.488703e-04,0.000000e+00,1.000000e-01,5.772461e-09,9.000628e-08,0.000000e+00,2.554535e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.482953e-01,9.482958e-01,4.741482e-01,1.000000e-01,1.000042e-01,7.663606e-02,9.482958e-01
2.000977e-01,9.765625e-05,1.101562e-01,6.609384e-01,7.444626e-21,-2.982960e-04,0.000000e+00,1.000000e-01,6.958482e-09,9.109883e-08,0.000000e+00,2.554786e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.482802e-01,9.482807e-01,4.741406e-01,1.000000e-01,1.000043e-01,7.664357e-02,9.482807e-01
2.100586e-01,9.765625e-05,1.101562e-01,6.609384e-01,-8.106370e-21,-1.952644e-04,0.000000e+00,1.000001e-01,1.302173e-08,9.549586e-08,0.000000e+00,2.555095e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.482612e-01,9.482618e-01,4.741312e-01,1.000001e-01,1.000047e-01,7.665286e-02,9.482618e-01
2.200195e-01,9.765625e-05,1.101562e-01,6.609384e-01,9.595295e-21,-1.291248e-05,0.000000e+00,1.000001e-01,2.235601e-08,9.475632e-08,0.000000e+00,2.555468e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.482383e-01,9.482388e-01,4.741197e-01,1.000001e-01,1.000049e-01,7.666404e-02,9.482388e-01
2.300781e-01,9.765625e-05,1.101562e-01,6.609384e-01,-8.271806e-21,1.937105e-04,0.000000e+00,1.000001e-01,3.166231e-08,1.076053e-07,0.000000e+00,2.555945e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.482088e-01,9.482095e-01,4.741051e-01,1.000001e-01,1.000060e-01,7.667836e-02,9.482095e-01
2.400391e-01,9.765625e-05,1.101562e-01,6.609384e-01,7.775498e-21,3.128476e-04,0.000000e+00,1.000001e-01,3.636491e-08,1.195389e-07,0.000000e+00,2.556480e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.481762e-01,9.481770e-01,4.740889e-01,1.000001e-01,1.000069e-01,7.669440e-02,9.481770e-01
2.500977e-01,9.765625e-05,1.101562e-01,6.609383e-01,4.632211e-21,3.660645e-04,0.000000e+00,1.000001e-01,4.047225e-08,1.249155e-07,0.000000e+00,2.557104e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.481384e-01,9.481393e-01,4.740701e-01,1.000001e-01,1.000074e-01,7.671311e-02,9.481393e-01
2.600586e-01,9.765625e-05,1.101562e-01,6.609383e-01,6.948317e-21,4.276960e-04,0.000000e+00,1.000001e-01,4.731994e-08,1.305818e-07,0.000000e+00,2.557771e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.480980e-01,9.480989e-01,4.740499e-01,1.000001e-01,1.000079e-01,7.673314e-02,9.480989e-01
2.700195e-01,9.765625e-05,1.101562e-01,6.609383e-01,8.561319e-21,4.715530e-04,0.000000e+00,1.000001e-01,5.197439e-08,1.322448e-07,0.000000e+00,2.558461e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.480563e-01,9.480573e-01,4.740291e-01,1.000001e-01,1.000082e-01,7.675384e-02,9.480573e-01
2.800781e-01,9.765625e-05,1.101562e-01,6.609382e-01,4.086272e-20,5.075625e-04,0.000000e+00,1.000001e-01,5.192994e-08,1.367458e-07,0.000000e+00,2.559213e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.480110e-01,9.480119e-01,4.740065e-01,1.000001e-01,1.000083e-01,7.677640e-02,9.480119e-01
2.900391e-01,9.765625e-05,1.101562e-01,6.609382e-01,2.713152e-20,5.327061e-04,0.000000e+00,1.000001e-01,4.984941e-08,1.423482e-07,0.000000e+00,2.560017e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.479624e-01,9.479634e-01,4.739822e-01,1.000001e-01,1.000085e-01,7.680052e-02,9.479634e-01
3.000000e-01,9.765625e-05,1.101562e-01,6.609381e-01,2.280951e-20,5.489726e-04,0.000000e+00,1.000001e-01,5.671138e-08,1.540394e-07,0.000000e+00,2.560795e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.479150e-01,9.479161e-01,4.739586e-01,1.000001e-01,1.000094e-01,7.682386e-02,9.479161e-01
3.100586e-01,9.765625e-05,1.101562e-01,6.609381e-01,3.999418e-20,5.613687e-04,0.000000e+00,1.000001e-01,8.142065e-08,1.589372e-07,0.000000e+00,2.561571e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.478673e-01,9.478685e-01,4.739349e-01,1.000001e-01,1.000106e-01,7.684714e-02,9.478685e-01
3.200195e-01,9.765625e-05,1.101562e-01,6.609380e-01,5.972244e-20,5.710121e-04,0.000000e+00,1.000001e-01,1.138435e-07,1.787503e-07,0.000000e+00,2.562337e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.478194e-01,9.478207e-01,4.739110e-01,1.000001e-01,1.000127e-01,7.687010e-02,9.478207e-01
3.300781e-01,9.765625e-05,1.101562e-01,6.609380e-01,4.996171e-20,5.752874e-04,0.000000e+00,1.000002e-01,1.167389e-07,2.089074e-07,0.000000e+00,2.563139e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.477699e-01,9.477714e-01,4.738864e-01,1.000002e-01,1.000141e-01,7.689417e-02,9.477714e-01
3.400391e-01,9.765625e-05,1.101562e-01,6.609379e-01,6.997948e-20,5.678528e-04,0.000000e+00,1.000002e-01,1.452376e-07,2.530930e-07,0.000000e+00,2.565399e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.476321e-01,9.476340e-01,4.738179e-01,1.000002e-01,1.000178e-01,7.696196e-02,9.476340e-01
3.500000e-01,9.765625e-05,1.101562e-01,6.609378e-01,3.131706e-19,5.534949e-04,0.000000e+00,1.000002e-01,1.619715e-07,2.864622e-07,0.000000e+00,2.568985e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.474155e-01,9.474178e-01,4.737100e-01,1.000002e-01,1.000206e-01,7.706954e-02,9.474178e-01
3.600586e-01,9.765625e-05,1.101562e-01,6.609378e-01,7.398303e-19,5.333669e-04,0.000000e+00,1.000002e-01,1.595202e-07,2.560462e-07,0.000000e+00,2.572214e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.472227e-01,9.472247e-01,4.736134e-01,1.000002e-01,1.000188e-01,7.716641e-02,9.472247e-01
3.700195e-01,9.765625e-05,1.101562e-01,6.609377e-01,9.429859e-19,5.110166e-04,0.000000e+00,1.000002e-01,1.543022e-07,2.293576e-07,0.000000e+00,2.574799e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.470685e-01,9.470704e-01,4.735361e-01,1.000002e-01,1.000172e-01,7.724398e-02,9.470704e-01
3.800781e-01,9.765625e-05,1.101562e-01,6.609377e-01,5.373365e-19,4.868496e-04,0.000000e+00,1.000002e-01,1.731414e-07,2.309670e-07,0.000000e+00,2.577480e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.469069e-01,9.469088e-01,4.734554e-01,1.000002e-01,1.000181e-01,7.732440e-02,9.469088e-01
3.900391e-01,9.765625e-05,1.101562e-01,6.609376e-01,6.270029e-19,4.579363e-04,0.000000e+00,1.000002e-01,1.868241e-07,2.214535e-07,0.000000e+00,2.580359e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.467337e-01,9.467356e-01,4.733688e-01,1.000002e-01,1.000180e-01,7.741077e-02,9.467356e-01
4.000000e-01,9.765625e-05,1.101562e-01,6.609376e-01,5.073926e-19,4.229282e-04,0.000000e+00,1.000002e-01,1.994274e-07,2.203967e-07,0.000000e+00,2.583308e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.465562e-01,9.465581e-01,4.732801e-01,1.000002e-01,1.000185e-01,7.749923e-02,9.465581e-01
4.100586e-01,9.765625e-05,1.101562e-01,6.609376e-01,2.279710e-19,3.929938e-04,0.000000e+00,1.000002e-01,2.105877e-07,2.174411e-07,0.000000e+00,2.586300e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.463762e-01,9.463782e-01,4.731901e-01,1.000002e-01,1.000189e-01,7.758901e-02,9.463782e-01
4.200195e-01,9.765625e-05,1.101562e-01,6.609375e-01,8.807819e-19,3.739481e-04,0.000000e+00,1.000002e-01,2.198737e-07,2.173532e-07,0.000000e+00,2.589282e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.461969e-01,9.461989e-01,4.731005e-01,1.000002e-01,1.000192e-01,7.767847e-02,9.461989e-01
4.300781e-01,9.765625e-05,1.101562e-01,6.609375e-01,5.691003e-18,2.903825e-04,0.000000e+00,1.000002e-01,2.361701e-07,2.120727e-07,0.000000e+00,2.592331e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.460135e-01,9.460156e-01,4.730088e-01,1.000002e-01,1.000197e-01,7.776994e-02,9.460156e-01
4.400391e-01,9.765625e-05,1.101562e-01,6.609375e-01,1.063225e-17,1.104240e-04,0.000000e+00,1.000002e-01,2.521467e-07,1.970461e-07,0.000000e+00,2.595327e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.458335e-01,9.458355e-01,4.729187e-01,1.000002e-01,1.000195e-01,7.785982e-02,9.458355e-01
4.500000e-01,9.765625e-05,1.101562e-01,6.609375e-01,8.692676e-18,-9.881544e-05,0.000000e+00,1.000002e-01,2.597564e-07,2.079128e-07,0.000000e+00,2.598338e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.456525e-01,9.456546e-01,4.728283e-01,1.000002e-01,1.000205e-01,7.795013e-02,9.456546e-01
4.600586e-01,9.765625e-05,1.101562e-01,6.609375e-01,7.048902e-18,-2.148506e-04,0.000000e+00,1.000003e-01,2.823865e-07,2.210325e-07,0.000000e+00,2.601402e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.454676e-01,9.454698e-01,4.727360e-01,1.000003e-01,1.000223e-01,7.804205e-02,9.454698e-01
4.700195e-01,9.765625e-05,1.101562e-01,6.609375e-01,7.551828e-18,-2.876993e-04,0.000000e+00,1.000003e-01,2.869206e-07,2.249189e-07,0.000000e+00,2.604496e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.452816e-01,9.452840e-01,4.726431e-01,1.000003e-01,1.000227e-01,7.813489e-02,9.452840e-01
4.800781e-01,9.765625e-05,1.101562e-01,6.609376e-01,7.750351e-18,-3.604088e-04,0.000000e+00,1.000003e-01,3.036041e-07,2.287928e-07,0.000000e+00,2.607575e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.450964e-01,9.450988e-01,4.725506e-01,1.000003e-01,1.000236e-01,7.822726e-02,9.450988e-01
4.900391e-01,9.765625e-05,1.101562e-01,6.609376e-01,-1.217726e-17,-4.216251e-04,0.000000e+00,1.000003e-01,3.125346e-07,2.316900e-07,0.000000e+00,2.610632e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.449126e-01,9.449151e-01,4.724588e-01,1.000003e-01,1.000241e-01,7.831896e-02,9.449151e-01
5.000000e-01,9.765625e-05,1.101562e-01,6.609376e-01,-1.522476e-17,-4.647630e-04,0.000000e+00,1.000003e-01,3.324844e-07,2.360730e-07,0.000000e+00,2.613642e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.447314e-01,9.447340e-01,4.723683e-01,1.000003e-01,1.000253e-01,7.840925e-02,9.447340e-01
5.100586e-01,9.765625e-05,1.101562e-01,6.609377e-01,-1.932889e-17,-4.979726e-04,0.000000e+00,1.000003e-01,3.372453e-07,2.400146e-07,0.000000e+00,2.616545e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.445569e-01,9.445596e-01,4.722811e-01,1.000003e-01,1.000257e-01,7.849635e-02,9.445596e-01
5.200195e-01,9.765625e-05,1.101562e-01,6.609377e-01,-1.264660e-17,-5.223076e-04,0.000000e+00,1.000003e-01,3.604345e-07,2.455404e-07,0.000000e+00,2.619205e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.443965e-01,9.443993e-01,4.722010e-01,1.000003e-01,1.000272e-01,7.857615e-02,9.443993e-01
5.300781e-01,9.765625e-05,1.101562e-01,6.609378e-01,-6.740860e-18,-5.439466e-04,0.000000e+00,1.000003e-01,3.665401e-07,2.474210e-07,0.000000e+00,2.621719e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.442455e-01,9.442483e-01,4.721256e-01,1.000003e-01,1.000274e-01,7.865156e-02,9.442483e-01
5.400391e-01,9.765625e-05,1.101562e-01,6.609378e-01,-4.932974e-18,-5.599963e-04,0.000000e+00,1.000003e-01,3.661769e-07,2.464073e-07,0.000000e+00,2.623817e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.441196e-01,9.441223e-01,4.720625e-01,1.000003e-01,1.000269e-01,7.871450e-02,9.441223e-01
5.500000e-01,9.765625e-05,1.101562e-01,6.609379e-01,5.532184e-19,-5.716591e-04,0.000000e+00,1.000003e-01,3.354221e-07,2.523585e-07,0.000000e+00,2.625589e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.440142e-01,9.440168e-01,4.720097e-01,1.000003e-01,1.000256e-01,7.876768e-02,9.440168e-01
5.600586e-01,9.765625e-05,1.101562e-01,6.609379e-01,5.025949e-18,-5.709681e-04,0.000000e+00,1.000003e-01,2.848403e-07,2.644548e-07,0.000000e+00,2.628460e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.438436e-01,9.438462e-01,4.719244e-01,1.000003e-01,1.000240e-01,7.885381e-02,9.438462e-01
5.700195e-01,9.765625e-05,1.101562e-01,6.609380e-01,1.804313e-17,-5.631869e-04,0.000000e+00,1.000003e-01,2.554159e-07,2.748282e-07,0.000000e+00,2.631682e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.436513e-01,9.436539e-01,4.718282e-01,1.000003e-01,1.000235e-01,7.895046e-02,9.436539e-01
5.800781e-01,9.765625e-05,1.101562e-01,6.609381e-01,2.020422e-17,-5.477228e-04,0.000000e+00,1.000003e-01,2.551079e-07,2.505363e-07,0.000000e+00,2.634154e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.435037e-01,9.435061e-01,4.717543e-01,1.000003e-01,1.000222e-01,7.902462e-02,9.435061e-01
5.900391e-01,9.765625e-05,1.101562e-01,6.609381e-01,2.040274e-17,-5.307048e-04,0.000000e+00,1.000002e-01,2.619915e-07,2.318538e-07,0.000000e+00,2.636147e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.433845e-01,9.433869e-01,4.716946e-01,1.000002e-01,1.000216e-01,7.908442e-02,9.433869e-01
6.000000e-01,9.765625e-05,1.101562e-01,6.609382e-01,1.889909e-17,-5.065198e-04,0.000000e+00,1.000003e-01,2.751776e-07,2.261477e-07,0.000000e+00,2.638106e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.432669e-01,9.432693e-01,4.716358e-01,1.000003e-01,1.000220e-01,7.914319e-02,9.432693e-01
6.100586e-01,9.765625e-05,1.101562e-01,6.609382e-01,1.908438e-17,-4.746982e-04,0.000000e+00,1.000003e-01,2.859340e-07,2.183406e-07,0.000000e+00,2.640261e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.431376e-01,9.431399e-01,4.715711e-01,1.000003e-01,1.000221e-01,7.920782e-02,9.431399e-01
6.200195e-01,9.765625e-05,1.101562e-01,6.609382e-01,1.967565e-17,-4.408619e-04,0.000000e+00,1.000003e-01,2.940410e-07,2.130227e-07,0.000000e+00,2.642472e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.430049e-01,9.430073e-01,4.715048e-01,1.000003e-01,1.000222e-01,7.927415e-02,9.430073e-01
6.300781e-01,9.765625e-05,1.101562e-01,6.609383e-01,1.732613e-17,-4.184413e-04,0.000000e+00,1.000003e-01,3.008543e-07,2.084321e-07,0.000000e+00,2.644663e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.428733e-01,9.428756e-01,4.714390e-01,1.000003e-01,1.000223e-01,7.933988e-02,9.428756e-01
6.400391e-01,9.765625e-05,1.101562e-01,6.609383e-01,2.149445e-17,-4.095858e-04,0.000000e+00,1.000003e-01,3.170595e-07,2.036490e-07,0.000000e+00,2.646843e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.427421e-01,9.427444e-01,4.713734e-01,1.000003e-01,1.000228e-01,7.940530e-02,9.427444e-01
6.500000e-01,9.765625e-05,1.101562e-01,6.609384e-01,2.124361e-17,-3.337357e-04,0.000000e+00,1.000003e-01,3.393198e-07,1.989314e-07,0.000000e+00,2.648988e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.426128e-01,9.426151e-01,4.713087e-01,1.000003e-01,1.000236e-01,7.946963e-02,9.426151e-01
6.600586e-01,9.765625e-05,1.101562e-01,6.609384e-01,2.239939e-17,-1.532587e-04,0.000000e+00,1.000003e-01,3.622110e-07,1.864312e-07,0.000000e+00,2.651106e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.424851e-01,9.424874e-01,4.712448e-01,1.000003e-01,1.000241e-01,7.953318e-02,9.424874e-01
6.700195e-01,9.765625e-05,1.101562e-01,6.609384e-01,2.405640e-17,4.401604e-05,0.000000e+00,1.000003e-01,3.747170e-07,1.979186e-07,0.000000e+00,2.653230e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.423570e-01,9.423594e-01,4.711809e-01,1.000003e-01,1.000254e-01,7.959690e-02,9.423594e-01
6.800781e-01,9.765625e-05,1.101562e-01,6.609384e-01,1.088834e-17,1.592130e-04,0.000000e+00,1.000003e-01,3.887376e-07,2.023916e-07,0.000000e+00,2.655400e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.422263e-01,9.422288e-01,4.711157e-01,1.000003e-01,1.000264e-01,7.966201e-02,9.422288e-01
6.900391e-01,9.765625e-05,1.101562e-01,6.609383e-01,4.051862e-18,2.549339e-04,0.000000e+00,1.000003e-01,3.928581e-07,2.038569e-07,0.000000e+00,2.657514e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.420993e-01,9.421018e-01,4.710522e-01,1.000003e-01,1.000266e-01,7.972543e-02,9.421018e-01
7.000000e-01,9.765625e-05,1.101562e-01,6.609383e-01,7.026734e-18,3.420973e-04,0.000000e+00,1.000003e-01,3.869136e-07,2.078127e-07,0.000000e+00,2.659592e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.419747e-01,9.419772e-01,4.709899e-01,1.000003e-01,1.000264e-01,7.978776e-02,9.419772e-01
7.100586e-01,9.765625e-05,1.101562e-01,6.609383e-01,8.891530e-18,4.165570e-04,0.000000e+00,1.000003e-01,3.851398e-07,2.087863e-07,0.000000e+00,2.661723e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.418469e-01,9.418494e-01,4.709260e-01,1.000003e-01,1.000262e-01,7.985168e-02,9.418494e-01
7.200195e-01,9.765625e-05,1.101562e-01,6.609382e-01,8.105708e-18,4.719443e-04,0.000000e+00,1.000003e-01,3.935243e-07,2.108003e-07,0.000000e+00,2.663772e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.417235e-01,9.417262e-01,4.708644e-01,1.000003e-01,1.000267e-01,7.991316e-02,9.417262e-01
7.300781e-01,9.765625e-05,1.101562e-01,6.609382e-01,4.951172e-18,5.112370e-04,0.000000e+00,1.000003e-01,3.936175e-07,2.146050e-07,0.000000e+00,2.665726e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.416062e-01,9.416088e-01,4.708057e-01,1.000003e-01,1.000269e-01,7.997178e-02,9.416088e-01
7.400391e-01,9.765625e-05,1.101562e-01,6.609381e-01,1.164472e-17,5.380848e-04,0.000000e+00,1.000003e-01,3.961507e-07,2.220491e-07,0.000000e+00,2.667409e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.415048e-01,9.415075e-01,4.707551e-01,1.000003e-01,1.000272e-01,8.002227e-02,9.415075e-01
7.500000e-01,9.765625e-05,1.101562e-01,6.609381e-01,1.358197e-17,5.654124e-04,0.000000e+00,1.000003e-01,4.038439e-07,2.218649e-07,0.000000e+00,2.669040e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.414067e-01,9.414094e-01,4.707061e-01,1.000003e-01,1.000274e-01,8.007119e-02,9.414094e-01
7.600586e-01,9.765625e-05,1.101562e-01,6.609380e-01,1.969451e-17,5.865865e-04,0.000000e+00,1.000003e-01,3.944771e-07,2.188234e-07,0.000000e+00,2.670495e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.413194e-01,9.413220e-01,4.706623e-01,1.000003e-01,1.000263e-01,8.011485e-02,9.413220e-01
7.700195e-01,9.765625e-05,1.101562e-01,6.609380e-01,3.513532e-17,6.010118e-04,0.000000e+00,1.000003e-01,3.581632e-07,2.275275e-07,0.000000e+00,2.671802e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.412418e-01,9.412442e-01,4.706233e-01,1.000003e-01,1.000248e-01,8.015407e-02,9.412442e-01
