time,dt,mass,total_E,x1_Mom,x2_Mom,x3_Mom,Gamma,x1_KE,x2_KE,x3_KE,Press,x0_ME,x1_ME,x2_ME,x3_ME,bsq,T00_EM,Gam,U_th,U_b
1.980057e+00,9.541985e-05,1.099237e-01,6.595420e-01,6.226222e-17,2.303193e-05,0.000000e+00,1.000010e-01,6.765584e-07,2.948033e-07,0.000000e+00,2.685429e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.380835e-01,9.380835e-01,4.690457e-01,1.000406e-01,1.842761e-01,4.751908e-01
1.990076e+00,9.541985e-05,1.099237e-01,6.595420e-01,6.590181e-17,3.516884e-05,0.000000e+00,1.000010e-01,6.718734e-07,2.969441e-07,0.000000e+00,2.686911e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.379947e-01,9.379947e-01,4.690012e-01,1.000406e-01,1.842763e-01,4.751908e-01
2.000095e+00,9.541985e-05,1.099237e-01,6.595420e-01,6.880422e-17,4.623277e-05,0.000000e+00,1.000010e-01,6.688763e-07,2.991948e-07,0.000000e+00,2.688315e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.379104e-01,9.379104e-01,4.689591e-01,1.000407e-01,1.842763e-01,4.751908e-01
2.010019e+00,9.541985e-05,1.099237e-01,6.595420e-01,7.132812e-17,6.303165e-05,0.000000e+00,1.000010e-01,6.635637e-07,3.003415e-07,0.000000e+00,2.689676e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.378289e-01,9.378289e-01,4.689183e-01,1.000406e-01,1.842766e-01,4.751908e-01
2.020038e+00,9.541985e-05,1.099237e-01,6.595420e-01,7.402142e-17,7.200299e-05,0.000000e+00,1.000010e-01,6.582470e-07,3.086345e-07,0.000000e+00,2.691060e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.377459e-01,9.377459e-01,4.688768e-01,1.000410e-01,1.842764e-01,4.751908e-01
2.030057e+00,9.541985e-05,1.099237e-01,6.595420e-01,7.467059e-17,7.783069e-05,0.000000e+00,1.000010e-01,6.623379e-07,3.081456e-07,0.000000e+00,2.692438e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.376631e-01,9.376631e-01,4.688355e-01,1.000418e-01,1.842762e-01,4.751908e-01
2.040076e+00,9.541985e-05,1.099237e-01,6.595420e-01,7.555931e-17,8.625738e-05,0.000000e+00,1.000010e-01,6.656435e-07,3.092000e-07,0.000000e+00,2.693937e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.375731e-01,9.375731e-01,4.687905e-01,1.000414e-01,1.842759e-01,4.751908e-01
2.050095e+00,9.541985e-05,1.099237e-01,6.595420e-01,7.777483e-17,8.391287e-05,0.000000e+00,1.000010e-01,6.657778e-07,3.133568e-07,0.000000e+00,2.695400e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.374852e-01,9.374852e-01,4.687466e-01,1.000436e-01,1.842757e-01,4.751908e-01
2.060019e+00,9.541985e-05,1.099237e-01,6.595420e-01,8.020591e-17,7.872449e-05,0.000000e+00,1.000010e-01,6.646257e-07,3.169142e-07,0.000000e+00,2.696873e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.373968e-01,9.373968e-01,4.687024e-01,1.000425e-01,1.842756e-01,4.751908e-01
2.070038e+00,9.541985e-05,1.099237e-01,6.595420e-01,8.352407e-17,7.951267e-05,0.000000e+00,1.000010e-01,6.582241e-07,3.167763e-07,0.000000e+00,2.698439e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.373032e-01,9.373032e-01,4.686556e-01,1.000422e-01,1.842762e-01,4.751908e-01
2.080057e+00,9.541985e-05,1.099237e-01,6.595420e-01,8.544710e-17,8.118615e-05,0.000000e+00,1.000010e-01,6.543689e-07,3.213521e-07,0.000000e+00,2.699942e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.372130e-01,9.372130e-01,4.686105e-01,1.000420e-01,1.842761e-01,4.751908e-01
2.090076e+00,9.541985e-05,1.099237e-01,6.595420e-01,8.891464e-17,7.798558e-05,0.000000e+00,1.000010e-01,6.592131e-07,3.200040e-07,0.000000e+00,2.701377e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.371268e-01,9.371268e-01,4.685674e-01,1.000418e-01,1.842759e-01,4.751908e-01
2.100095e+00,9.541985e-05,1.099237e-01,6.595420e-01,9.529927e-17,7.540144e-05,0.000000e+00,1.000010e-01,6.553405e-07,3.156024e-07,0.000000e+00,2.702804e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.370414e-01,9.370414e-01,4.685247e-01,1.000413e-01,1.842765e-01,4.751908e-01
2.110019e+00,9.541985e-05,1.099237e-01,6.595420e-01,9.739357e-17,6.910583e-05,0.000000e+00,1.000010e-01,6.460572e-07,3.183451e-07,0.000000e+00,2.704195e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.369582e-01,9.369582e-01,4.684831e-01,1.000409e-01,1.842770e-01,4.751908e-01
2.120038e+00,9.541985e-05,1.099237e-01,6.595420e-01,9.811156e-17,5.911098e-05,0.000000e+00,1.000009e-01,6.319659e-07,3.127582e-07,0.000000e+00,2.705572e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.368762e-01,9.368762e-01,4.684420e-01,1.000398e-01,1.842785e-01,4.751908e-01
2.130057e+00,9.541985e-05,1.099237e-01,6.595420e-01,9.954755e-17,4.283542e-05,0.000000e+00,1.000009e-01,6.344022e-07,3.152967e-07,0.000000e+00,2.706943e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.367937e-01,9.367937e-01,4.684007e-01,1.000400e-01,1.842780e-01,4.751908e-01
2.140076e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.022422e-16,3.120317e-05,0.000000e+00,1.000010e-01,6.336588e-07,3.178509e-07,0.000000e+00,2.708221e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.367169e-01,9.367169e-01,4.683624e-01,1.000401e-01,1.842779e-01,4.751908e-01
2.150095e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.031527e-16,2.058510e-05,0.000000e+00,1.000010e-01,6.353906e-07,3.212924e-07,0.000000e+00,2.709513e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.366392e-01,9.366392e-01,4.683235e-01,1.000409e-01,1.842775e-01,4.751908e-01
2.160019e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.056495e-16,1.239430e-05,0.000000e+00,1.000009e-01,6.242338e-07,3.232466e-07,0.000000e+00,2.710842e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.365598e-01,9.365598e-01,4.682838e-01,1.000401e-01,1.842783e-01,4.751908e-01
2.170038e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.102658e-16,2.076434e-06,0.000000e+00,1.000010e-01,6.257432e-07,3.257089e-07,0.000000e+00,2.712121e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.364830e-01,9.364830e-01,4.682455e-01,1.000407e-01,1.842781e-01,4.751908e-01
2.180057e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.147098e-16,-5.894665e-06,0.000000e+00,1.000010e-01,6.251435e-07,3.275742e-07,0.000000e+00,2.713431e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.364044e-01,9.364044e-01,4.682061e-01,-nan,1.842780e-01,4.751908e-01
2.190076e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.172889e-16,-1.995952e-05,0.000000e+00,1.000009e-01,6.205677e-07,3.279010e-07,0.000000e+00,2.714735e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.363263e-01,9.363263e-01,4.681671e-01,-nan,1.842784e-01,4.751908e-01
2.200095e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.208134e-16,-3.276114e-05,0.000000e+00,1.000010e-01,6.224459e-07,3.295267e-07,0.000000e+00,2.716063e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.362466e-01,9.362466e-01,4.681273e-01,1.000410e-01,1.842781e-01,4.751908e-01
2.210019e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.256067e-16,-4.476675e-05,0.000000e+00,1.000009e-01,6.113767e-07,3.238975e-07,0.000000e+00,2.717406e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.361666e-01,9.361666e-01,4.680872e-01,1.000397e-01,1.842795e-01,4.751908e-01
2.220038e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.299799e-16,-5.765900e-05,0.000000e+00,1.000009e-01,6.069300e-07,3.240777e-07,0.000000e+00,2.718618e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.360940e-01,9.360940e-01,4.680509e-01,1.000395e-01,1.842798e-01,4.751908e-01
2.230057e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.304351e-16,-7.563074e-05,0.000000e+00,1.000009e-01,6.096164e-07,3.254793e-07,0.000000e+00,2.719836e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.360208e-01,9.360208e-01,4.680143e-01,1.000399e-01,1.842796e-01,4.751908e-01
2.240076e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.317507e-16,-8.626551e-05,0.000000e+00,1.000009e-01,6.101161e-07,3.272214e-07,0.000000e+00,2.721050e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.359479e-01,9.359479e-01,4.679779e-01,1.000400e-01,1.842794e-01,4.751908e-01
2.250095e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.336075e-16,-9.425839e-05,0.000000e+00,1.000009e-01,6.125558e-07,3.305343e-07,0.000000e+00,2.722312e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.358720e-01,9.358720e-01,4.679400e-01,1.000411e-01,1.842790e-01,4.751908e-01
2.260019e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.346412e-16,-9.833991e-05,0.000000e+00,1.000009e-01,6.085115e-07,3.356403e-07,0.000000e+00,2.723594e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.357951e-01,9.357951e-01,4.679016e-01,1.000409e-01,1.842791e-01,4.751908e-01
2.270038e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.377798e-16,-9.597359e-05,0.000000e+00,1.000009e-01,6.092706e-07,3.375861e-07,0.000000e+00,2.724897e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.357169e-01,9.357169e-01,4.678625e-01,1.000411e-01,1.842789e-01,4.751908e-01
2.280057e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.428594e-16,-9.309168e-05,0.000000e+00,1.000009e-01,6.094008e-07,3.348258e-07,0.000000e+00,2.726262e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.356351e-01,9.356351e-01,4.678216e-01,1.000405e-01,1.842791e-01,4.751908e-01
2.290076e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.466241e-16,-9.789962e-05,0.000000e+00,1.000009e-01,6.069001e-07,3.348038e-07,0.000000e+00,2.727600e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.355548e-01,9.355548e-01,4.677814e-01,1.000404e-01,1.842791e-01,4.751908e-01
2.300095e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.506739e-16,-9.874440e-05,0.000000e+00,1.000009e-01,6.093607e-07,3.295195e-07,0.000000e+00,2.728871e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.354786e-01,9.354786e-01,4.677433e-01,-nan,1.842793e-01,4.751908e-01
2.310019e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.563143e-16,-9.609409e-05,0.000000e+00,1.000009e-01,6.054496e-07,3.301005e-07,0.000000e+00,2.730157e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.354017e-01,9.354017e-01,4.677048e-01,1.000401e-01,1.842796e-01,4.751908e-01
2.320038e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.592475e-16,-9.270957e-05,0.000000e+00,1.000009e-01,6.053878e-07,3.245008e-07,0.000000e+00,2.731405e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.353270e-01,9.353270e-01,4.676675e-01,1.000396e-01,1.842801e-01,4.751908e-01
2.330057e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.620414e-16,-8.644229e-05,0.000000e+00,1.000009e-01,5.892895e-07,3.224933e-07,0.000000e+00,2.732610e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.352553e-01,9.352553e-01,4.676315e-01,1.000384e-01,1.842815e-01,4.751908e-01
2.340076e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.660370e-16,-8.078232e-05,0.000000e+00,1.000009e-01,5.775867e-07,3.189273e-07,0.000000e+00,2.733793e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.351847e-01,9.351847e-01,4.675962e-01,1.000376e-01,1.842826e-01,4.751908e-01
2.350095e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.661137e-16,-6.495968e-05,0.000000e+00,1.000009e-01,5.725044e-07,3.120048e-07,0.000000e+00,2.734964e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.351148e-01,9.351148e-01,4.675612e-01,1.000370e-01,1.842836e-01,4.751908e-01
2.360019e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.693748e-16,-5.828611e-05,0.000000e+00,1.000009e-01,5.717995e-07,3.118806e-07,0.000000e+00,2.736023e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.350513e-01,9.350513e-01,4.675294e-01,1.000371e-01,1.842836e-01,4.751908e-01
2.370038e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.741936e-16,-4.384718e-05,0.000000e+00,1.000009e-01,5.763363e-07,3.107260e-07,0.000000e+00,2.737153e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.349835e-01,9.349835e-01,4.674955e-01,1.000374e-01,1.842834e-01,4.751908e-01
2.380057e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.809468e-16,-3.303182e-05,0.000000e+00,1.000009e-01,5.786556e-07,3.115009e-07,0.000000e+00,2.738336e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.349124e-01,9.349124e-01,4.674600e-01,1.000376e-01,1.842831e-01,4.751908e-01
2.390076e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.841278e-16,-2.337521e-05,0.000000e+00,1.000009e-01,5.791595e-07,3.115093e-07,0.000000e+00,2.739505e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.348423e-01,9.348423e-01,4.674250e-01,1.000377e-01,1.842832e-01,4.751908e-01
2.400095e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.864518e-16,-1.425223e-05,0.000000e+00,1.000009e-01,5.870514e-07,3.123311e-07,0.000000e+00,2.740761e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.347666e-01,9.347666e-01,4.673872e-01,1.000385e-01,1.842825e-01,4.751908e-01
2.410019e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.894899e-16,-3.019410e-06,0.000000e+00,1.000009e-01,5.927204e-07,3.121422e-07,0.000000e+00,2.741969e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.346939e-01,9.346939e-01,4.673508e-01,1.000390e-01,1.842821e-01,4.751908e-01
2.420038e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.933816e-16,7.862499e-06,0.000000e+00,1.000009e-01,5.925675e-07,3.129990e-07,0.000000e+00,2.743220e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.346189e-01,9.346189e-01,4.673133e-01,1.000389e-01,1.842821e-01,4.751908e-01
2.430057e+00,9.541985e-05,1.099237e-01,6.595420e-01,1.993108e-16,1.570128e-05,0.000000e+00,1.000009e-01,5.892594e-07,3.113710e-07,0.000000e+00,2.744505e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.345419e-01,9.345419e-01,4.672748e-01,1.000383e-01,1.842825e-01,4.751908e-01
2.440076e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.032906e-16,3.072063e-05,0.000000e+00,1.000009e-01,5.799629e-07,3.059838e-07,0.000000e+00,2.745740e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.344683e-01,9.344683e-01,4.672379e-01,1.000375e-01,1.842836e-01,4.751908e-01
2.450000e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.033514e-16,5.194183e-05,0.000000e+00,1.000009e-01,5.762190e-07,3.011769e-07,0.000000e+00,2.746963e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.343952e-01,9.343952e-01,4.672014e-01,1.000371e-01,1.842843e-01,4.751908e-01
2.460019e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.072293e-16,5.985813e-05,0.000000e+00,1.000009e-01,5.687082e-07,3.025932e-07,0.000000e+00,2.748188e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.343220e-01,9.343220e-01,4.671647e-01,1.000367e-01,1.842848e-01,4.751908e-01
2.470038e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.086189e-16,6.883877e-05,0.000000e+00,1.000009e-01,5.554866e-07,3.024562e-07,0.000000e+00,2.749364e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.342518e-01,9.342518e-01,4.671296e-01,1.000360e-01,1.842859e-01,4.751908e-01
2.480057e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.132955e-16,7.166682e-05,0.000000e+00,1.000008e-01,5.448227e-07,3.006645e-07,0.000000e+00,2.750542e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.341816e-01,9.341816e-01,4.670944e-01,1.000354e-01,1.842869e-01,4.751908e-01
2.490076e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.145346e-16,6.766671e-05,0.000000e+00,1.000008e-01,5.382853e-07,2.998838e-07,0.000000e+00,2.751745e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.341097e-01,9.341097e-01,4.670585e-01,1.000352e-01,1.842875e-01,4.751908e-01
2.500000e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.188081e-16,6.377394e-05,0.000000e+00,1.000008e-01,5.306735e-07,2.981869e-07,0.000000e+00,2.753028e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.340330e-01,9.340330e-01,4.670201e-01,1.000347e-01,1.842882e-01,4.751908e-01
2.510019e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.241243e-16,7.162439e-05,0.000000e+00,1.000008e-01,5.211487e-07,2.956450e-07,0.000000e+00,2.754218e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.339620e-01,9.339620e-01,4.669845e-01,1.000341e-01,1.842890e-01,4.751908e-01
2.520038e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.282946e-16,7.050528e-05,0.000000e+00,1.000008e-01,5.118337e-07,2.962753e-07,0.000000e+00,2.755314e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.338965e-01,9.338965e-01,4.669518e-01,1.000338e-01,1.842897e-01,4.751908e-01
2.530057e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.329271e-16,6.708225e-05,0.000000e+00,1.000008e-01,5.028740e-07,2.912444e-07,0.000000e+00,2.756498e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.338259e-01,9.338259e-01,4.669164e-01,1.000332e-01,1.842908e-01,4.751908e-01
2.540076e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.367656e-16,6.359174e-05,0.000000e+00,1.000008e-01,4.905146e-07,2.882190e-07,0.000000e+00,2.757595e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.337606e-01,9.337606e-01,4.668837e-01,1.000325e-01,1.842920e-01,4.751908e-01
2.550000e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.405177e-16,5.753963e-05,0.000000e+00,1.000008e-01,4.855645e-07,2.882087e-07,0.000000e+00,2.758636e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.336983e-01,9.336983e-01,4.668525e-01,1.000325e-01,1.842923e-01,4.751908e-01
2.560019e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.406156e-16,5.242579e-05,0.000000e+00,1.000008e-01,4.780306e-07,2.862266e-07,0.000000e+00,2.759683e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.336359e-01,9.336359e-01,4.668213e-01,1.000320e-01,1.842931e-01,4.751908e-01
2.570038e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.442300e-16,3.716545e-05,0.000000e+00,1.000008e-01,4.782277e-07,2.820997e-07,0.000000e+00,2.760714e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.335741e-01,9.335741e-01,4.667903e-01,1.000318e-01,1.842934e-01,4.751908e-01
2.580057e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.456396e-16,2.929942e-05,0.000000e+00,1.000008e-01,4.715922e-07,2.824413e-07,0.000000e+00,2.761723e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.335138e-01,9.335138e-01,4.667601e-01,1.000315e-01,1.842938e-01,4.751908e-01
2.590076e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.481423e-16,1.582805e-05,0.000000e+00,1.000007e-01,4.673862e-07,2.800027e-07,0.000000e+00,2.762830e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.334475e-01,9.334475e-01,4.667270e-01,1.000312e-01,1.842944e-01,4.751908e-01
2.600000e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.506935e-16,4.426942e-06,0.000000e+00,1.000007e-01,4.572221e-07,2.744271e-07,0.000000e+00,2.763885e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.333848e-01,9.333848e-01,4.666956e-01,1.000304e-01,1.842956e-01,4.751908e-01
2.610019e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.541790e-16,-5.021285e-06,0.000000e+00,1.000007e-01,4.513532e-07,2.751316e-07,0.000000e+00,2.764908e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.333236e-01,9.333236e-01,4.666650e-01,1.000303e-01,1.842961e-01,4.751908e-01
2.620038e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.584759e-16,-1.798708e-05,0.000000e+00,1.000007e-01,4.495447e-07,2.718771e-07,0.000000e+00,2.766025e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.332567e-01,9.332567e-01,4.666315e-01,1.000300e-01,1.842964e-01,4.751908e-01
2.630057e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.632446e-16,-3.062345e-05,0.000000e+00,1.000007e-01,4.443451e-07,2.676968e-07,0.000000e+00,2.767088e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.331932e-01,9.331932e-01,4.665997e-01,1.000296e-01,1.842971e-01,4.751908e-01
2.640076e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.700745e-16,-4.040074e-05,0.000000e+00,1.000007e-01,4.423409e-07,2.662936e-07,0.000000e+00,2.768189e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.331273e-01,9.331273e-01,4.665667e-01,1.000295e-01,1.842974e-01,4.751908e-01
2.650000e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.723495e-16,-4.901023e-05,0.000000e+00,1.000007e-01,4.377314e-07,2.718955e-07,0.000000e+00,2.769250e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.330636e-01,9.330636e-01,4.665349e-01,1.000297e-01,1.842974e-01,4.751908e-01
2.660019e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.768789e-16,-6.208398e-05,0.000000e+00,1.000007e-01,4.343450e-07,2.681689e-07,0.000000e+00,2.770300e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.330008e-01,9.330008e-01,4.665035e-01,1.000292e-01,1.842979e-01,4.751908e-01
2.670038e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.788525e-16,-8.438732e-05,0.000000e+00,1.000007e-01,4.294029e-07,2.684240e-07,0.000000e+00,2.771407e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.329345e-01,9.329345e-01,4.664703e-01,1.000289e-01,1.842982e-01,4.751908e-01
2.680057e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.817258e-16,-9.137754e-05,0.000000e+00,1.000007e-01,4.302530e-07,2.714092e-07,0.000000e+00,2.772527e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.328672e-01,9.328672e-01,4.664366e-01,1.000291e-01,1.842979e-01,4.751908e-01
2.690076e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.868662e-16,-1.035963e-04,0.000000e+00,1.000007e-01,4.273693e-07,2.681298e-07,0.000000e+00,2.773605e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.328028e-01,9.328028e-01,4.664044e-01,1.000289e-01,1.842984e-01,4.751908e-01
2.700000e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.906175e-16,-1.076289e-04,0.000000e+00,1.000007e-01,4.208160e-07,2.720332e-07,0.000000e+00,2.774749e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.327343e-01,9.327343e-01,4.663702e-01,1.000288e-01,1.842987e-01,4.751908e-01
2.710019e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.919752e-16,-1.047350e-04,0.000000e+00,1.000007e-01,4.157295e-07,2.686564e-07,0.000000e+00,2.775941e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.326631e-01,9.326631e-01,4.663346e-01,1.000285e-01,1.842994e-01,4.751908e-01
2.720038e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.954649e-16,-1.030223e-04,0.000000e+00,1.000007e-01,4.090767e-07,2.686145e-07,0.000000e+00,2.777174e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.325893e-01,9.325893e-01,4.662976e-01,1.000282e-01,1.842999e-01,4.751908e-01
2.730057e+00,9.541985e-05,1.099237e-01,6.595420e-01,2.957118e-16,-1.109708e-04,0.000000e+00,1.000007e-01,4.060856e-07,2.685869e-07,0.000000e+00,2.778356e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.325185e-01,9.325185e-01,4.662622e-01,1.000282e-01,1.843001e-01,4.751908e-01
2.740076e+00,9.541985e-05,1.099237e-01,6.595420e-01,3.013479e-16,-1.099752e-04,0.000000e+00,1.000007e-01,4.065961e-07,2.680746e-07,0.000000e+00,2.779492e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.324503e-01,9.324503e-01,4.662281e-01,1.000281e-01,1.843001e-01,4.751908e-01
2.750000e+00,9.541985e-05,1.099237e-01,6.595420e-01,3.031637e-16,-1.097429e-04,0.000000e+00,1.000007e-01,4.058081e-07,2.685267e-07,0.000000e+00,2.780666e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.323799e-01,9.323799e-01,4.661929e-01,1.000281e-01,1.843001e-01,4.751908e-01
2.760019e+00,9.541985e-05,1.099237e-01,6.595420e-01,3.056317e-16,-1.066567e-04,0.000000e+00,1.000007e-01,4.057071e-07,2.663315e-07,0.000000e+00,2.781836e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.323098e-01,9.323098e-01,4.661579e-01,1.000281e-01,1.843003e-01,4.751908e-01
2.770038e+00,9.541985e-05,1.099237e-01,6.595420e-01,3.124966e-16,-1.032091e-04,0.000000e+00,1.000007e-01,4.082020e-07,2.646522e-07,0.000000e+00,2.782941e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.322434e-01,9.322434e-01,4.661246e-01,1.000281e-01,1.843002e-01,4.751908e-01
2.780057e+00,9.541985e-05,1.099237e-01,6.595420e-01,3.187885e-16,-9.616849e-05,0.000000e+00,1.000007e-01,4.112279e-07,2.648066e-07,0.000000e+00,2.784110e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.321732e-01,9.321732e-01,4.660896e-01,1.000283e-01,1.843000e-01,4.751908e-01
2.790076e+00,9.541985e-05,1.099237e-01,6.595420e-01,3.250358e-16,-8.108941e-05,0.000000e+00,1.000007e-01,4.085128e-07,2.674034e-07,0.000000e+00,2.785219e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.321066e-01,9.321066e-01,4.660563e-01,1.000282e-01,1.842999e-01,4.751908e-01
